;y;x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13
368;Bob;1.64196;1.11232;0.87671;-10.00892;9.97504;-15.30684;Croatia;-15.27664;13.48222;-999.33101;-0.25247;TRUE;0.99986
369;Jorg;0.96206;-0.37851;0.18575;-10.62777;9.36773;-10.04852;France;-10.33869;8.95039;-1001.51535;2.04602;FALSE;0.25791
370;Bob;1.78682;-0.67670;0.35336;-9.97591;9.45319;-18.84210;Croatia;-17.25230;18.97381;-998.17525;-2.05443;FALSE;0.48737
371;Atsuto;1.23074;0.76606;0.63560;-9.72177;10.26829;-11.56655;Croatia;-12.30400;11.62691;-998.10675;-1.35394;TRUE;0.72791
372;20;0.27901;-0.50097;-0.07065;-10.89226;9.61703;-3.38556;France;-2.76637;4.54495;-996.65241;-1.59873;FALSE;-0.04973
373;Bob;0.39321;-0.07164;0.10236;-10.45738;9.77632;-4.12563;Croatia;-4.59694;3.65266;-1002.09898;-3.66459;TRUE;0.13185
374;20;0.75677;0.00567;0.24269;-11.57657;9.15676;-7.64378;France;-10.88581;6.65939;-996.06558;-0.55027;TRUE;0.29945
375;Jorg;-1.50177;-0.03088;-0.48786;-13.15647;8.76589;15.20492;Morocco;14.83896;-15.14901;-997.56838;-0.72861;FALSE;-0.60049
376;20;-0.08806;0.49240;0.12871;-11.73649;9.71377;1.26769;France;0.37987;-2.29401;-997.96920;-1.98603;TRUE;0.12210
377;Bob;1.08184;0.49621;0.50231;-10.64205;9.54277;-10.42355;France;-10.39117;11.26390;-997.87112;-1.59958;TRUE;0.58345
378;Atsuto;1.15352;0.64221;0.57160;-9.64786;10.25795;-10.86725;Croatia;-10.19796;11.88742;-998.39684;-2.61380;TRUE;0.65811
379;Atsuto;-0.57117;-0.28508;-0.27256;-11.54180;9.23433;5.52948;France;6.49736;-5.87065;-997.39171;-3.68501;FALSE;-0.31539
380;Atsuto;-0.25688;-0.55885;-0.25966;-11.03247;9.52766;1.96180;France;3.05952;-3.02015;-999.67094;0.63745;FALSE;-0.27892
381;20;2.03270;-1.09282;0.29917;-8.92184;9.79662;-21.39340;Croatia;-22.57526;21.96844;-999.49637;-0.16887;FALSE;0.45162
382;20;-0.03720;-0.31335;-0.11158;-11.70772;9.16679;0.04937;France;-0.56130;-0.66069;-998.86682;-1.27305;FALSE;-0.11437
383;20;0.95742;1.11065;0.65829;-9.20238;10.60707;-8.51543;Croatia;-8.21085;10.02735;-996.59858;-2.58023;TRUE;0.73010
384;Atsuto;3.58344;-0.76434;0.89735;-7.29563;10.46701;-36.55657;Argentina;-36.53731;36.69495;-1001.38621;1.40075;TRUE;1.16611
385;Bob;0.81726;-0.21014;0.19325;-11.31476;9.17994;-8.29110;France;-5.18131;6.50371;-997.80342;-0.47161;FALSE;0.25454
386;20;1.40911;-0.12127;0.40993;-11.42111;9.12089;-14.04491;France;-14.23553;12.42089;-1001.52824;0.79472;TRUE;0.51562
387;Atsuto;2.03319;-0.12202;0.60834;-9.08374;10.17593;-20.56557;Croatia;-20.14363;22.17695;-997.75544;1.16528;TRUE;0.76083
388;Jorg;1.59407;0.87577;0.78617;-9.17733;10.42636;-15.07556;Croatia;-15.01049;15.51174;-996.63232;-0.45213;TRUE;0.90573
389;Jorg;0.71009;0.61990;0.42335;-10.68481;9.58412;-6.40364;France;-6.98665;3.75423;-999.32288;-1.28010;TRUE;0.47661
390;Jorg;0.78844;0.54029;0.42295;-10.50916;9.98702;-7.42503;Croatia;-9.69308;7.78085;-1001.01983;-1.69170;TRUE;0.48208
391;Jorg;0.36284;-0.95544;-0.18863;-11.06381;9.35070;-4.66880;France;-6.25855;3.61411;-999.25582;-0.95454;FALSE;-0.16142
392;Jorg;0.96998;0.58408;0.49467;-9.52007;10.19857;-9.12748;Croatia;-9.73783;6.13414;-1000.03898;2.59900;TRUE;0.56742
393;Atsuto;0.69353;0.35491;0.33373;-9.91109;10.19622;-6.55356;Croatia;-6.06098;6.85184;-997.87093;1.31881;TRUE;0.38574
394;Bob;0.47629;0.66264;0.36253;-11.61944;9.56509;-3.97464;France;-4.53567;5.27837;-997.98531;-1.42021;TRUE;0.39825
395;Bob;0.92484;-0.72099;0.06489;-11.89540;8.78495;-10.08197;France;-11.48420;12.68731;-998.10327;-1.20880;FALSE;0.13425
396;Jorg;0.91268;-0.79651;0.03698;-9.80532;9.54477;-9.81329;Croatia;-10.84797;11.59858;-1000.57927;2.51594;FALSE;0.10543
397;Jorg;-0.69466;0.64258;-0.01658;-12.25248;9.21247;7.66709;France;7.36958;-7.96209;-997.39840;-0.19553;TRUE;-0.06868
398;Bob;1.55648;-0.25506;0.41426;-10.46186;9.65032;-15.87341;Croatia;-16.07433;16.89742;-998.44586;-2.49919;TRUE;0.53099
399;Jorg;-1.42530;-1.46788;-0.92093;-13.41051;8.24995;12.82461;Morocco;12.48989;-14.23180;-996.49384;0.52658;FALSE;-1.02783
400;Bob;1.75797;0.70051;0.78256;-9.66995;10.27106;-17.01587;Croatia;-16.50744;14.52835;-999.59744;-3.57977;TRUE;0.91440
401;20;-0.10326;0.11628;0.00414;-10.44971;9.96719;1.15094;Croatia;1.83703;-0.43544;-999.01900;-1.40197;TRUE;-0.00360
402;Atsuto;0.57259;-0.05941;0.16335;-10.72553;9.54209;-5.60658;France;-4.57096;5.41699;-998.44234;-1.69187;TRUE;0.20630
403;20;-0.09434;-0.47750;-0.18202;-12.02678;8.73949;0.52836;France;1.48800;-2.28319;-996.94185;-2.18592;FALSE;-0.18910
404;Bob;-0.89055;0.07085;-0.26092;-12.97636;8.74073;9.10854;Morocco;8.22389;-10.12917;-996.45149;-0.19025;FALSE;-0.32771
405;20;0.73703;0.59915;0.42532;-10.44407;10.24791;-6.73289;Croatia;-7.47473;6.10593;-998.86399;0.04121;TRUE;0.48060
406;Jorg;0.03704;-0.79654;-0.24176;-11.58340;8.99166;-1.11793;France;-3.39473;1.04343;-995.75145;-1.71494;FALSE;-0.23898
407;Bob;1.23935;0.53173;0.56375;-10.28015;10.13502;-11.91799;Croatia;-11.55220;13.04460;-998.21438;0.15692;TRUE;0.65670
408;Atsuto;0.62356;-0.02939;0.18913;-10.68551;9.63176;-6.38386;France;-6.10248;6.82703;-998.35946;-2.46141;TRUE;0.23589
409;20;1.08774;1.40636;0.79390;-10.78130;9.93278;-9.56456;Croatia;-9.69869;8.98728;-997.23284;-2.63319;TRUE;0.87548
410;Bob;-0.34830;-0.65535;-0.31947;-11.23910;9.35839;2.81762;France;6.95487;-4.20646;-998.44279;-2.36744;FALSE;-0.34559
411;Atsuto;0.89150;-0.03945;0.27122;-10.44386;9.63050;-9.00280;Croatia;-9.46233;7.71979;-998.68435;2.17526;TRUE;0.33808
412;Jorg;2.29656;0.68659;0.94957;-8.58991;10.53194;-22.23686;Argentina;-22.72870;20.26928;-996.05606;-1.28858;TRUE;1.12181
413;20;0.23648;-0.30689;-0.02241;-10.26287;9.68623;-2.70043;Croatia;-2.92700;4.04272;-1000.08946;-0.56292;FALSE;-0.00468
414;Atsuto;2.09978;0.19731;0.73119;-9.64961;9.85320;-20.71613;Croatia;-19.04845;19.71616;-997.03995;-1.78327;TRUE;0.88867
415;Atsuto;1.95614;0.34305;0.73186;-8.82374;10.48619;-19.36176;Croatia;-19.72003;19.44898;-998.51005;2.57199;TRUE;0.87857
416;Atsuto;1.53581;-0.07332;0.46553;-9.25221;10.17162;-15.44316;Croatia;-15.77847;16.60721;-998.22932;1.14432;TRUE;0.58071
417;20;1.13632;-0.43046;0.22468;-10.59812;9.23501;-11.85704;France;-11.78852;9.59895;-996.20154;-0.56481;FALSE;0.30991
418;Atsuto;1.89609;0.17431;0.65903;-9.10810;10.33308;-18.84121;Croatia;-18.04161;18.62722;-997.89625;-2.68891;TRUE;0.80123
419;Jorg;1.43661;-1.06816;0.11728;-10.24991;9.44903;-15.55957;Croatia;-16.49977;15.01095;-999.45148;0.44341;FALSE;0.22503
420;Atsuto;0.16063;0.83623;0.31731;-11.48281;9.52240;-0.73674;France;-2.06911;1.21481;-999.52648;3.72909;TRUE;0.32935
421;Atsuto;1.85410;-1.29473;0.17805;-9.03342;9.76387;-19.90104;Croatia;-20.77772;19.25153;-999.50839;-2.36767;FALSE;0.31711
422;20;0.70901;0.56945;0.40695;-11.56220;9.40082;-6.47509;France;-7.30036;4.77378;-997.84353;-0.48136;TRUE;0.46012
423;20;0.08848;-0.59480;-0.16117;-10.01624;9.77112;-1.60382;Croatia;-2.20815;1.85229;-995.33512;-2.30268;FALSE;-0.15453
424;20;2.77508;0.49269;1.04016;-9.81806;9.86826;-27.34156;Croatia;-26.69265;27.65711;-996.74892;-0.47429;TRUE;1.24829
425;Atsuto;1.17946;-0.84105;0.10772;-9.59292;9.85566;-12.58495;Croatia;-11.53283;12.15234;-997.89855;-1.03936;FALSE;0.19618
426;20;1.01358;-0.58188;0.13741;-10.60810;9.17250;-10.65132;France;-8.57639;11.20666;-999.53150;-0.15194;FALSE;0.21343
427;20;-0.54508;-0.82591;-0.43640;-11.08892;9.56459;4.57398;France;4.51088;-8.61765;-996.29937;0.08160;FALSE;-0.47728
428;20;2.75712;0.92532;1.17216;-8.78189;10.22937;-26.46563;Croatia;-26.64343;24.91890;-999.41038;-1.36568;TRUE;1.37894
429;Jorg;0.49129;-0.14904;0.10894;-10.08499;9.78766;-5.03897;Croatia;-4.20162;4.57279;-999.28010;1.23489;FALSE;0.14579
430;20;1.67923;-0.71026;0.30843;-10.05770;9.54130;-17.53633;Croatia;-19.01066;15.33571;-999.39643;-1.18768;FALSE;0.43437
431;20;0.11859;-0.23220;-0.03617;-11.64536;9.02617;-1.30276;France;-1.28003;1.31664;-999.44355;-2.57417;FALSE;-0.02727
432;20;1.38990;0.76407;0.68563;-9.35708;10.47526;-13.14351;Croatia;-13.67987;13.68881;-997.50272;-1.73118;TRUE;0.78987
433;Atsuto;-1.02517;-1.84200;-0.91265;-11.65858;8.93746;8.47248;France;9.81859;-9.33880;-1000.09479;-3.84880;FALSE;-0.98954
434;20;1.56920;-0.28680;0.40820;-10.53808;9.37886;-16.04231;France;-17.32887;15.55424;-995.78067;-0.67788;TRUE;0.52589
435;Jorg;-0.15646;-0.13936;-0.09416;-11.10073;9.47409;1.43607;France;1.37703;-1.95440;-998.41437;-0.83757;FALSE;-0.10589
436;20;-0.92541;0.37657;-0.17470;-12.94483;8.79363;9.80123;Morocco;10.93674;-8.04377;-1002.11054;-2.36051;TRUE;-0.24411
437;Jorg;0.98349;-0.39043;0.18878;-9.83708;9.75870;-10.22537;Croatia;-9.99380;8.04745;-997.74972;0.12524;FALSE;0.26254
438;20;1.48356;-0.41376;0.34053;-10.27721;9.73521;-15.18563;Croatia;-15.78371;14.17576;-997.85545;0.20100;FALSE;0.45179
439;20;0.75929;0.10861;0.27626;-10.61605;9.92921;-7.48192;Croatia;-6.12529;9.06087;-994.22948;-2.14286;TRUE;0.33321
440;Jorg;1.41513;0.01108;0.45398;-9.99532;9.99310;-14.14561;Croatia;-13.87532;13.98396;-996.73136;-1.63293;TRUE;0.56011
441;Jorg;0.35942;0.52437;0.28132;-11.20082;9.51054;-3.06420;France;-4.47295;4.03057;-997.80612;-1.96787;TRUE;0.30828
442;20;-0.36328;-0.71408;-0.34293;-12.62741;8.78336;2.86566;Morocco;3.48545;-3.33896;-997.61516;-2.73741;FALSE;-0.37018
443;20;1.74997;0.24126;0.63383;-9.05904;10.11452;-17.14454;Croatia;-17.30492;15.09393;-997.44192;-2.30066;TRUE;0.76507
444;Bob;-0.65261;-0.21435;-0.27596;-12.08224;9.37974;6.42954;France;5.51644;-4.98364;-998.34667;-2.55358;FALSE;-0.32491
445;Jorg;0.13330;1.37008;0.47854;-10.99133;9.74513;-0.02722;France;-0.03321;1.20127;-999.42615;-1.10854;TRUE;0.48854
446;20;-0.70542;-0.64143;-0.42872;-12.05332;9.02868;6.54968;France;6.96438;-7.97872;-996.32955;-1.91978;FALSE;-0.48162
447;Bob;0.21865;-0.14482;0.02350;-12.31980;8.90813;-2.29768;France;-1.87872;1.94098;-997.54563;-3.02770;FALSE;0.03990
448;Bob;0.78440;0.76511;0.49322;-11.21002;9.55782;-7.15623;France;-8.53975;7.63740;-1000.51090;-3.31438;TRUE;0.55205
449;20;0.61810;0.64947;0.40348;-11.04992;9.46387;-5.38356;France;-4.95667;3.11035;-1000.71842;-0.69996;TRUE;0.44984
450;Atsuto;1.49760;1.22292;0.86597;-10.27550;9.99554;-13.90297;Croatia;-13.86774;14.71283;-998.09167;0.66516;TRUE;0.97829
451;20;1.15244;-0.19495;0.30478;-10.23150;9.79775;-11.66350;Croatia;-10.88073;14.07138;-999.77988;-2.15035;TRUE;0.39121
452;Atsuto;0.55183;0.00556;0.17743;-10.40405;9.82163;-5.60937;Croatia;-5.99666;5.73404;-1001.29525;1.53494;TRUE;0.21881
453;20;0.09168;-0.76173;-0.21328;-11.00518;9.01206;-1.75913;France;-1.90235;3.66430;-1000.41115;-1.07938;FALSE;-0.20641
454;Jorg;-0.08888;-0.02703;-0.03690;-11.20330;9.46150;0.67457;France;1.06795;-0.74849;-998.59595;-1.99608;FALSE;-0.04356
455;Atsuto;0.30815;0.66937;0.31116;-11.01968;9.67496;-2.32387;France;-2.44741;2.82314;-999.66149;-3.12327;TRUE;0.33427
456;Jorg;3.01236;-0.58921;0.77131;-8.58656;10.16577;-30.79225;Croatia;-31.47436;30.83108;-1000.03570;1.51504;TRUE;0.99724
457;Atsuto;0.47934;1.03289;0.48136;-10.42644;10.19107;-3.74707;Croatia;-3.34224;3.65666;-998.89052;5.20691;TRUE;0.51731
458;20;1.71736;0.50492;0.70737;-10.43846;9.58435;-16.66072;Croatia;-15.64806;16.99937;-997.19031;0.33357;TRUE;0.83618
459;20;0.98166;-0.36960;0.19482;-10.41210;9.58329;-10.10590;Croatia;-8.73513;8.55732;-996.94713;-1.33989;FALSE;0.26845
460;20;0.61059;0.38298;0.31626;-11.17912;9.71845;-5.46437;France;-6.10109;6.80470;-997.77767;-0.28690;TRUE;0.36206
461;Atsuto;1.99073;1.08947;0.98046;-9.23626;10.36803;-18.83470;Croatia;-18.64682;19.07244;-997.21900;-2.94317;TRUE;1.12976
462;20;0.13217;0.79772;0.29599;-10.26674;10.10471;-0.43229;Croatia;-1.12030;-2.77949;-997.73189;-2.06661;TRUE;0.30591
463;Bob;0.26148;-0.73599;-0.15104;-11.32035;9.48151;-3.36054;France;-4.93320;5.21385;-998.82163;-3.11564;FALSE;-0.13143
464;Jorg;1.57592;0.28906;0.59364;-9.10543;10.11714;-15.51080;Croatia;-15.50209;15.51531;-998.08793;-1.20573;TRUE;0.71183
465;Jorg;3.14445;-1.09550;0.65220;-7.73700;10.23956;-32.48882;Argentina;-34.82403;30.52580;-997.53379;-1.96063;FALSE;0.88803
466;Bob;0.40157;-0.10659;0.09389;-11.58238;9.33868;-4.18887;France;-1.15292;2.10809;-998.66755;-1.32610;FALSE;0.12401
467;Atsuto;-0.34785;-0.94458;-0.41139;-11.30100;9.19938;2.57743;France;1.63065;-1.64308;-998.56630;1.49634;FALSE;-0.43748
468;Jorg;1.99416;-0.22906;0.56185;-9.23446;10.03259;-20.12643;Croatia;-23.09897;16.68200;-996.99108;-2.59753;TRUE;0.71141
469;Bob;0.13119;-0.18482;-0.01707;-10.09078;9.92565;-1.47109;Croatia;-0.45042;3.36772;-998.85866;-1.43323;FALSE;-0.00723
470;Jorg;1.07579;0.71483;0.56997;-9.79779;10.07858;-9.90973;Croatia;-11.42694;10.25154;-1000.35789;0.33463;TRUE;0.65065
471;20;0.77860;-1.07526;-0.09443;-10.09124;9.58797;-8.81064;Croatia;-7.74292;10.63203;-1002.02014;-0.48055;FALSE;-0.03604
472;Jorg;2.13543;1.58550;1.18441;-9.38593;10.55548;-19.85396;Croatia;-19.94412;20.87880;-999.19464;-1.96350;TRUE;1.34457
473;Bob;0.50291;0.46373;0.30769;-10.74394;9.72562;-4.59221;Croatia;-3.94967;4.23897;-998.95542;-1.59738;TRUE;0.34541
474;Bob;0.23262;-0.95239;-0.22911;-11.48203;8.89881;-3.22502;France;-3.78610;3.16533;-998.41331;-0.97678;FALSE;-0.21166
475;Jorg;1.35680;-0.08766;0.40398;-9.39630;10.10197;-13.70745;Croatia;-14.68686;10.69592;-1001.40794;1.18519;TRUE;0.50574
476;Bob;-0.21228;0.89944;0.21873;-11.09956;9.68509;3.04622;France;4.87946;-3.16069;-999.23506;-1.23955;TRUE;0.20281
477;Jorg;0.70099;-0.41455;0.09117;-11.03010;9.28772;-7.28343;France;-8.57314;7.12305;-999.87858;-1.77705;FALSE;0.14375
478;Jorg;0.25144;-0.38228;-0.04165;-10.99194;9.16889;-3.14581;France;-1.78606;4.01403;-999.97524;0.38784;FALSE;-0.02279
479;Atsuto;1.14154;0.17261;0.41830;-9.52732;10.19295;-11.17333;Croatia;-10.74451;11.73992;-999.49673;-1.10008;TRUE;0.50392
480;20;-0.44526;-1.43116;-0.59728;-12.20194;8.67718;2.83597;Morocco;1.89184;-3.49505;-995.26585;-1.92261;FALSE;-0.63068
481;Bob;3.20960;0.11652;1.05874;-7.19917;10.92371;-31.87448;Argentina;-33.16812;32.66918;-1001.03484;-1.93960;TRUE;1.29946
482;Jorg;0.75822;-0.73459;0.00752;-10.81815;9.12724;-8.26847;France;-8.56002;10.19630;-995.04267;1.09734;FALSE;0.06439
483;20;0.50361;0.12748;0.20088;-10.56104;9.70124;-4.91775;Croatia;-2.72298;5.09722;-998.55661;-0.16436;TRUE;0.23865
484;20;1.95096;-0.36144;0.50596;-8.34226;10.37048;-19.87622;Argentina;-20.36556;21.72203;-999.09372;-0.29356;TRUE;0.65228
485;Atsuto;1.73098;0.20688;0.61684;-8.76036;10.48738;-17.05341;Croatia;-16.77920;17.89384;-997.88509;-3.14629;TRUE;0.74666
486;20;1.44888;-0.09007;0.43252;-10.10613;10.07332;-14.57895;Croatia;-15.62065;13.30220;-996.84937;-2.08042;TRUE;0.54119
487;Atsuto;1.64973;0.52237;0.69140;-10.16455;9.79227;-15.88093;Croatia;-15.83096;15.18693;-998.67963;-2.13851;TRUE;0.81513
488;20;-0.19443;0.33283;0.04406;-11.94861;9.02766;2.15821;France;0.93236;-1.20937;-997.21336;-2.33242;TRUE;0.02947
489;Bob;0.12103;-0.37014;-0.07929;-11.18841;9.27143;-1.44417;France;-2.21840;0.20105;-998.42163;-1.70822;FALSE;-0.07022
490;Jorg;0.88931;0.52978;0.45171;-10.22544;9.91045;-8.35136;Croatia;-8.45088;8.12612;-999.32063;-0.36122;TRUE;0.51841
491;20;1.12817;-0.42337;0.22435;-9.91968;10.02146;-11.70766;Croatia;-11.67500;7.92544;-998.33491;-1.17357;FALSE;0.30896
492;20;-0.53473;0.75206;0.06918;-11.39189;9.46746;6.33058;France;5.47966;-5.71400;-997.20083;0.16333;TRUE;0.02907
493;20;2.41219;1.26112;1.16925;-8.54069;10.85911;-22.87811;Argentina;-22.44577;22.25906;-998.84451;-1.34122;TRUE;1.35016
494;Jorg;1.04388;-0.06607;0.31125;-10.63008;9.46888;-10.59268;France;-11.03109;8.91789;-999.61550;-1.50730;TRUE;0.38954
495;Bob;-0.31840;-0.24889;-0.18057;-12.11794;9.29926;2.82301;France;-0.35358;1.41488;-999.17644;-2.56092;FALSE;-0.20445
496;20;1.32261;-0.52483;0.25394;-9.76958;9.58004;-13.82282;Croatia;-13.65776;14.33908;-1002.34684;0.63759;FALSE;0.35314
497;20;-0.14381;-0.67033;-0.25915;-11.54671;9.42040;0.93050;France;-1.00206;-0.20744;-996.47740;-2.00014;FALSE;-0.26994
498;Atsuto;1.07743;-0.61703;0.14655;-9.72390;9.78002;-11.61203;Croatia;-12.01291;12.73410;-998.53143;-1.45440;FALSE;0.22736
499;20;-0.89850;0.48842;-0.13053;-11.07420;9.77515;9.62193;France;11.48212;-11.05540;-997.92794;-0.14366;TRUE;-0.19792
500;20;-0.16141;-0.69328;-0.27206;-10.09391;9.83372;0.98420;Croatia;0.81824;-2.49950;-997.33577;0.12520;FALSE;-0.28416
501;20;0.93001;1.42140;0.74848;-11.09615;9.80389;-7.98432;France;-6.86447;10.09782;-997.50427;-1.16956;TRUE;0.81823
502;Jorg;1.25914;1.02625;0.72746;-9.26275;10.46131;-11.63165;Croatia;-10.05121;14.04111;-996.12003;-0.17895;TRUE;0.82190
503;20;0.95973;0.72519;0.53633;-9.60908;10.35044;-8.77447;Croatia;-9.03596;7.93481;-999.69037;-2.52243;TRUE;0.60831
504;Atsuto;1.21880;0.12185;0.42674;-10.07711;9.85180;-11.93512;Croatia;-12.32383;10.54278;-1000.30451;0.03412;TRUE;0.51815
505;Bob;-1.37440;-1.02399;-0.76343;-12.16788;8.82700;12.88360;France;14.09407;-11.17691;-999.26665;-1.62125;FALSE;-0.86651
506;20;1.54290;0.73890;0.72632;-9.24222;10.66757;-14.67721;Croatia;-14.31579;16.44777;-997.00726;-0.38933;TRUE;0.84204
507;Bob;1.79512;1.37621;1.00947;-8.69664;10.73358;-16.74309;Argentina;-13.94321;16.18562;-997.91482;-3.56955;TRUE;1.14410
508;Jorg;2.41347;-0.48255;0.61463;-8.91145;9.93078;-24.58669;Croatia;-23.06507;25.52400;-997.14387;-1.45296;TRUE;0.79564
509;Jorg;1.19654;-0.23443;0.30625;-10.21114;9.82869;-12.22781;Croatia;-11.76512;10.65364;-998.28916;-1.25323;TRUE;0.39599
510;20;1.08049;-0.26394;0.25992;-9.91092;10.02617;-10.92107;Croatia;-11.17394;10.83139;-998.76359;-1.79005;FALSE;0.34095
511;20;2.97437;0.08240;0.97300;-7.76178;10.65451;-29.66432;Argentina;-29.81422;30.34846;-998.92428;-0.41702;TRUE;1.19608
512;Jorg;3.59737;0.63585;1.34748;-7.62393;10.88646;-35.31099;Argentina;-34.49509;36.20804;-997.49420;1.41511;TRUE;1.61728
513;20;1.83313;1.08509;0.92890;-9.45184;10.64621;-17.22536;Croatia;-17.44326;15.46818;-997.35557;-1.95608;TRUE;1.06638
514;20;1.57120;0.00376;0.50133;-9.64889;9.83221;-15.74126;Croatia;-15.90618;15.84224;-996.52527;-0.84064;TRUE;0.61917
515;Jorg;4.32075;-0.37989;1.25441;-7.22176;10.47567;-43.36571;Argentina;-45.21650;43.90795;-1000.03150;4.18443;TRUE;1.57847
516;20;1.14493;-0.83063;0.10004;-10.61976;9.21782;-12.22939;France;-13.40079;12.41949;-998.71058;-1.44741;FALSE;0.18591
517;Jorg;2.55897;0.06130;0.83406;-8.90271;10.09162;-25.49904;Croatia;-26.65792;25.29386;-998.56982;-1.77430;TRUE;1.02598
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
518;Jorg;1.53770;1.00780;0.81026;-9.76741;10.13411;-14.28110;Croatia;-15.62295;12.51158;-999.58991;1.04655;TRUE;0.92559
519;Jorg;-0.36386;0.00509;-0.11420;-12.56872;8.87397;3.67063;Morocco;3.37372;-4.60409;-996.71155;-0.65352;FALSE;-0.14149
520;Atsuto;0.28191;-0.71741;-0.13863;-10.88310;9.21714;-3.42591;France;-3.93034;3.48440;-999.11003;4.07670;FALSE;-0.11748
521;Jorg;0.94380;0.14327;0.34602;-10.16442;9.93641;-9.40342;Croatia;-9.67939;7.46521;-996.53096;0.04202;TRUE;0.41681
522;Jorg;2.55406;0.52491;0.98007;-8.28889;10.38804;-25.07635;Argentina;-25.57535;24.21780;-1000.14998;-1.02852;TRUE;1.17162
523;Bob;1.54535;0.13456;0.53473;-9.37132;10.08272;-15.22718;Croatia;-13.50930;15.09380;-1001.38032;-3.11339;TRUE;0.65063
524;Jorg;2.10151;-0.21887;0.59926;-9.73945;9.75646;-21.04959;Croatia;-20.97360;21.03855;-996.77000;0.77437;TRUE;0.75688
525;20;-0.80411;-0.03303;-0.26647;-13.17128;8.74543;7.98150;Morocco;9.12763;-8.04164;-997.11951;-1.58960;FALSE;-0.32678
526;Bob;0.99446;0.65918;0.52637;-10.29673;10.08547;-9.32101;Croatia;-9.61554;10.75110;-1000.26915;-0.85448;TRUE;0.60095
527;20;1.34490;0.02152;0.43494;-9.82420;10.10711;-13.28960;Croatia;-13.55249;13.31102;-997.42861;-0.80545;TRUE;0.53581
528;Bob;1.82986;-0.17279;0.52746;-8.78901;10.24719;-18.50396;Croatia;-18.23726;17.55190;-997.20181;-2.65154;TRUE;0.66470
529;Jorg;1.33551;-0.40456;0.29633;-9.89425;9.50895;-13.83089;Croatia;-16.39539;9.34596;-998.37989;-0.82928;FALSE;0.39649
530;Jorg;1.02309;-0.22835;0.25297;-9.36469;9.99031;-10.47835;Croatia;-12.02758;9.42832;-997.72036;-1.08127;TRUE;0.32970
531;20;2.51836;0.60590;0.99448;-8.38738;10.67918;-24.68277;Argentina;-24.18444;21.35435;-995.67716;0.08879;TRUE;1.18336
532;Jorg;1.47267;0.09435;0.49880;-9.87884;10.01302;-14.74995;Croatia;-12.19740;18.37733;-996.16997;-0.24090;TRUE;0.60925
533;Atsuto;-1.60844;-0.59039;-0.69991;-12.81418;8.75109;15.58101;Morocco;14.81501;-14.65904;-1000.01195;0.75464;FALSE;-0.82054
534;Atsuto;2.36203;-0.31667;0.65106;-8.64321;10.25818;-24.06027;Croatia;-24.73138;24.78596;-998.30196;-3.70774;TRUE;0.82821
535;Jorg;-0.26614;-0.45038;-0.22807;-11.57172;9.08713;2.55158;France;2.82264;-3.03039;-999.24837;-0.90999;FALSE;-0.24803
536;20;2.03379;0.35188;0.75938;-8.51451;10.71764;-20.03202;Argentina;-19.18714;20.47535;-997.82810;-0.54836;TRUE;0.91192
537;Jorg;1.72322;0.42950;0.68523;-9.82543;9.89715;-16.72515;Croatia;-17.50962;18.04343;-998.41455;-1.36256;TRUE;0.81447
538;20;1.59750;0.23916;0.58463;-9.44917;9.88495;-15.75856;Croatia;-16.31548;17.01932;-996.59760;-1.94774;TRUE;0.70444
539;Jorg;2.22670;0.80917;0.96635;-9.29929;10.15259;-21.44262;Croatia;-22.01706;21.12730;-996.11794;-0.24478;TRUE;1.13335
540;Jorg;1.20290;1.17956;0.75836;-10.22512;9.99287;-10.87329;Croatia;-10.81811;11.99071;-996.67245;-1.52880;TRUE;0.84858
541;20;1.85999;-0.26005;0.50928;-10.34462;9.59544;-18.90064;Croatia;-17.58750;20.40277;-1000.15379;0.39418;TRUE;0.64878
542;20;1.51938;-0.24497;0.40566;-9.98258;9.88182;-15.31723;Croatia;-14.66791;14.33595;-997.73039;-1.89056;TRUE;0.51961
543;20;0.25806;-0.31433;-0.01791;-11.42717;9.08358;-2.75796;France;-4.71639;2.42442;-997.19135;-0.46146;FALSE;0.00144
544;20;1.78082;1.73815;1.12012;-10.04799;10.15729;-16.11204;Croatia;-18.39155;16.23642;-996.82228;-0.85846;TRUE;1.25368
545;Jorg;0.25277;-0.28774;-0.01113;-11.44935;9.34483;-2.93336;France;-1.46861;2.05015;-995.40877;-1.00889;FALSE;0.00783
546;Atsuto;0.24986;-0.27843;-0.00909;-10.83783;9.47105;-2.64637;France;-3.43114;1.86961;-997.65583;-3.24020;FALSE;0.00965
547;20;1.63972;0.03094;0.53179;-9.60266;10.00714;-16.40229;Croatia;-17.18596;17.06625;-998.02392;-1.64420;TRUE;0.65477
548;Jorg;1.12836;-0.13246;0.31700;-9.39296;9.95159;-11.31599;Croatia;-11.57431;9.92859;-996.32703;-1.77545;TRUE;0.40163
